text,label
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
here are five new questions that fit the 'business & finance' topic:,5
can you compare the playing styles of lionel messi and kylian mbappe?,4
start_of_turn>model,1
explain the process of photosynthesis in simple terms.,3
here are  new questions that fit the 'sports' topic:,4
tart_of_turn>user,1
here are  new questions that fit the 'health' topic:,2
here are  new questions that fit the 'society & culture' topic:,0
how do different cultures approach the concept of mourning and death rituals?,0
here are  new questions that fit the 'science & mathematics' topic:,1
how can i improve my credit score and increase my chances of getting approved for a loan?,5
start_of_turn>model,4
tart_of_turn>user,5
what are the current interest rates on a  -year fixed mortgage?,5
what are the properties of a perfectly elastic collision?,1
what are the societal impacts of increasing urbanization and its influence on traditional values and lifestyles?,0
here are  new questions that fit the 'business & finance' topic:,5
explain the process of photosynthesis in simple terms.,3
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'sports' topic. output each generated question in the form of a numbered list separated by new lines.",4
what are the current trends affecting the cryptocurrency market?,5
here are five new questions that fit the 'science & mathematics' topic:,1
let me know if you'd like more examples!,0
what are the ethical implications of artificial intelligence on society and the future of work?,0
what are the pros and cons of starting a sole proprietorship versus an llc?,5
"explain the difference between a prokaryotic cell and a eukaryotic cell, and give examples of organisms belonging to each type.",1
what are the social implications of increasing life expectancy and an aging population in developed countries?,0
"here are five new questions that fit the ""sports"" topic:",4
what are the key principles of quantum mechanics?,3
here are five new questions that fit the 'science & mathematics' topic:,1
what are the key factors contributing to the decline of the chicago bulls' performance this season?,4
my sleep has been very disrupted lately. i'm always tired during the day. are there any natural remedies to help me sleep better?,2
start_of_turn>model,1
tart_of_turn>user,2
what are the current trends in the cryptocurrency market and how are they impacting investors?,5
how many grand slam titles has novak djokovic won in his career?,4
"i've been experiencing persistent headaches lately. what are some common causes, and how can i find relief?",2
what is the difference between a simile and a metaphor?,3
do you think the new soccer rule changes will benefit attacking teams?,4
what is the difference between a simile and a metaphor?,3
here are five new questions that fit the 'business & finance' topic:,5
what are the best exercises for improving bone density and preventing osteoporosis?,2
here are  new questions that fit the 'society & culture' topic:,0
"what are some of the major challenges facing multicultural societies today, and how can these challenges be addressed?",0
what role does art and music play in shaping and reflecting the values of a particular culture?,0
i've been experiencing frequent headaches lately. could you suggest some natural remedies to help alleviate the pain?,2
tart_of_turn>user,1
"how has the concept of ""family"" evolved over time and what does it mean in different cultures around the world?",0
start_of_turn>model,5
here are  new questions that fit the 'education & reference' topic:,3
start_of_turn>model,3
how long is the human gestation period?,3
how does music reflect the cultural values and experiences of a particular society?,0
explain the concept of natural selection in simple terms.,3
tart_of_turn>user,1
how have social media platforms impacted the way people interact with different cultures?,0
can you predict the final score of the next manchester united match?,4
i have a family history of diabetes. what steps can i take to reduce my risk of developing it?,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'health' topic. output each generated question in the form of a numbered list separated by new lines.",2
in what ways do social media platforms shape our perception of current events and contribute to the formation of public opinion?,0
how has the recent rise in inflation impacted consumer spending habits?,5
start_of_turn>model,3
what are the main differences between mitosis and meiosis?,3
tart_of_turn>user,0
tart_of_turn>user,2
tart_of_turn>user,2
"what is the chemical structure of dna, and how does it relate to its function?",1
tart_of_turn>user,0
"here are five new questions that fit the ""society & culture"" topic:",0
"what are the current trends in cryptocurrency investing, and are they a worthwhile investment?",5
explain the process of photosynthesis in detail.,3
what is the pythagorean theorem and how is it used?,3
here are five new questions that fit the 'science & mathematics' topic:,1
my doctor said i have high cholesterol. what are some lifestyle changes i can make to lower it naturally?,2
how does the law of conservation of energy apply to a roller coaster ride?,1
start_of_turn>model,0
here are  new questions that fit the 'society & culture' topic:,0
here are  new questions that fit the 'education & reference' topic:,3
here are  new questions that fit the 'education & reference' topic:,3
tart_of_turn>user,4
how do i write a formal business letter?,3
here are  new questions that fit the 'business & finance' topic:,5
tart_of_turn>user,5
tart_of_turn>user,0
who holds the world record for the fastest marathon?,4
"i've been experiencing persistent headaches lately, but they don't seem to be triggered by anything specific. what could be the cause?",2
tart_of_turn>user,2
who is the current mvp of the nba?,4
what are the pros and cons of starting a business as a sole proprietorship versus an llc?,5
here are five new questions that fit the 'business & finance' topic:,5
here are five new questions that fit the 'science & mathematics' topic:,1
describe the process of photosynthesis and identify the reactants and products involved.,1
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'society & culture' topic. output each generated question in the form of a numbered list separated by new lines.",0
start_of_turn>model,2
here are five new questions that fit the 'society & culture' topic:,0
here are  new questions that fit the 'health' topic:,2
"i've been feeling really fatigued and run down lately, even after getting enough sleep. what could be the cause, and what can i do to feel better?",2
tart_of_turn>user,4
here are  new questions that fit the 'sports' topic:,4
to what extent do modern-day artistic expressions reflect the social and cultural anxieties of the time period in which they are created?,0
here are  new questions that fit the 'health' topic:,2
what are some strategies for starting and growing a small business in a competitive market?,5
"here are  new questions that fit the 'business & finance' topic, based on the provided examples:",5
what are the odds for the upcoming nba finals?,4
"how does dna replication occur, and what are the key enzymes involved in the process?",1
here are  new questions that fit the 'education & reference' topic:,3
start_of_turn>model,2
"i've recently noticed a lump in my breast, should i be worried, and what should i do?",2
what are the biggest challenges facing the  nfl in the next decade?,4
which nba team has the best chance of winning the championship this year?,4
here are five new questions that fit the 'sports' topic:,4
"explain the difference between a conductor, an insulator, and a semiconductor in terms of their electrical conductivity.",1
start_of_turn>model,3
tart_of_turn>user,0
"if a population of bacteria doubles every   minutes, how long will it take for the population to reach  ,  individuals if it starts with   bacteria?",1
here are  new questions that fit the 'science & mathematics' topic:,1
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'health' topic. output each generated question in the form of a numbered list separated by new lines.",2
start_of_turn>model,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
tart_of_turn>user,0
"what is the difference between potential energy and kinetic energy, and can you provide examples of each?",1
i have high blood pressure. are there any lifestyle changes i can make to lower it without medication?,2
what are the biggest cultural differences you've encountered between different countries or regions?,0
"in what ways does cultural exchange contribute to globalization, and are there any potential drawbacks?",0
what are the biggest rivalries in major league baseball?,4
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'sports' topic. output each generated question in the form of a numbered list separated by new lines.",4
start_of_turn>model,4
how does the latest transfer rumor impact the balance of power in the english premier league?,4
tart_of_turn>user,3
how does a diesel engine work?,3
i've been experiencing pain in my left shoulder. what could be the cause and what should i do?,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
here are  new questions that fit the 'business & finance' topic:,5
explain the concept of the scientific method and provide an example of it being applied to a real-world problem.,1
start_of_turn>model,4
what are the latest odds for the kentucky derby?,4
"i've been experiencing chronic fatigue for the past few months, but i don't have any other symptoms. what could be the cause, and what can i do to alleviate it?",2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'society & culture' topic. output each generated question in the form of a numbered list separated by new lines.",0
here are  new questions that fit the 'education & reference' topic:,3
tart_of_turn>user,3
tart_of_turn>user,2
what is the difference between a prokaryotic and eukaryotic cell?,1
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
what are the qualifying criteria for the olympic marathon?,4
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
"explain the process of cellular respiration, including the inputs, outputs, and key stages involved.",1
how can i improve my credit score and what is the best way to manage my debt?,5
is the new rule change in tennis impacting the playing style of top players?,4
tart_of_turn>user,5
how did serena williams' recent performance at wimbledon reflect her overall career trajectory?,4
what are the potential risks and benefits of starting a small business in the current economic climate?,5
tart_of_turn>user,4
what are the three branches of the u.s. government and what are their primary functions?,3
how do different cultures around the world celebrate coming-of-age rituals and what do these rituals signify?,0
explain the process of photosynthesis and its significance for life on earth.,1
what are the social consequences of growing economic inequality within a nation?,0
what are some strategies for improving my golf swing?,4
"what are some examples of cultural appropriation, and how can we be more respectful of different cultural traditions?",0
"what are the cultural factors that contribute to gender inequality, and how can we strive for greater gender equality in society?",0
tart_of_turn>user,5
what are the biggest challenges facing the us women's soccer team heading into the next world cup?,4
tart_of_turn>user,0
here are  new questions that fit the 'health' topic:,2
what team won the super bowl last year?,4
what are the key historical events that led to the american revolution?,3
what are the main causes of the french revolution?,3
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
what are the latest odds for the upcoming wimbledon tournament?,4
start_of_turn>model,2
here are  new questions that fit the 'education & reference' topic:,3
start_of_turn>model,1
tart_of_turn>user,3
"what are the common symptoms of vitamin d deficiency, and how can i determine if i'm deficient?",2
start_of_turn>model,5
how has the portrayal of mental illness in media evolved over the past few decades?,0
what is the difference between a roth ira and a traditional ira?,5
"describe the difference between a conductor, insulator, and semiconductor in terms of their electrical properties.",1
which team is favored to win the nfl playoffs this year?,4
how can i invest in the stock market as a beginner?,5
what strategies are being employed by the us women's soccer team for the world cup?,4
how has the representation of different cultures in popular media changed over the past few decades?,0
start_of_turn>model,3
"how does compound interest work, and what is its impact on retirement savings?",5
what are the main differences between a simile and a metaphor?,3
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
i'm feeling anxious and stressed all the time. what are some healthy coping mechanisms to manage these feelings?,2
start_of_turn>model,0
how does a combustion engine work?,3
is cryptocurrency a viable long-term investment?,5
tart_of_turn>user,0
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'health' topic. output each generated question in the form of a numbered list separated by new lines.",2
